OTU id	GC content	stem length	length of U-rich sequence	# of prediction / CDS	# of prediction / KB in IGR	gene length	loop length	gene number	genome size	igr length	# downstream	# threeprime	Taxonomy
OTU-35970	31.6788699999999	13	8	0.194	2.692	1736163	5	2138	1911484	175321	294	121	d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__Halanaerobiales;f__;g__;s__
OTU-35983	40.29016	11	7	0.201	2.082	2776512	5	3107	3133412	356900	441	183	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella;s__Niabella sp001896965
OTU-35990	72.0330999999999	16	0	0.308	5.079	4779681	4	4864	5110849	331168	964	532	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides sp000745515
OTU-35993	62.2805599999999	11	3	0.187	1.817	3314451	5	3654	3733925	419474	424	260	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__PALSA-1196;s__PALSA-1196 sp003140135
OTU-36007	42.70017	13	8	0.383	4.309	1679880	4	1904	1874596	194716	451	279	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
OTU-36033	43.7376799999999	12	6	0.225	2.225	4257270	5	4155	4851997	594727	671	265	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pricia;s__Pricia antarctica
OTU-36035	68.43242	13	0	0.431	5.679	3677898	4	3618	4056870	378972	1056	502	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter sp001899565
OTU-36039	30.1480099999999	12	8	0.268	4.003	2895804	4	2678	3101420	205616	456	261	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
OTU-36041	69.2123	13	3	0.324	5.002	2854866	4	3185	3117749	262883	641	390	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
OTU-36047	55.07548	11	4	0.248	2.622	2732067	4	3132	3135646	403579	556	221	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__AV55 sp003219695
OTU-36049	58.6256	11	4	0.337	3.158	3802530	4	3671	4330409	527879	871	366	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV80;s__AV80 sp003134765
OTU-36050	50.5014	14	6	0.399	3.725	3305586	5	3372	3931063	625477	1117	227	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp900318375
OTU-36055	41.21147	14	8	0.238	3.08	1954311	4	2305	2144270	189959	316	233	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Alkalibacteraceae;g__;s__
OTU-36085	65.8732	13	3	0.434	4.773	4245672	4	4466	4766107	520435	1414	524	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Kaistiaceae;g__Kaistia;s__Kaistia granuli
OTU-36151	31.0087999999999	10	8	0.112	1.663	2038302	5	2143	2156134	117832	101	138	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2701885;f__GCA-2701885;g__GCA-2701885;s__GCA-2701885 sp002722055
OTU-36159	71.33864	15	0	0.379	3.691	7243404	4	8229	8390376	1146972	2269	852	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces luteus
OTU-36178	59.97351	15	5	0.471	5.237	1895730	5	1849	2166323	270593	701	170	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-36195	55.11089	11	5	0.285	2.863	4149009	4	4310	4743148	594139	945	285	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Saccharospirillum;s__Saccharospirillum impatiens
OTU-36197	32.25982	13	8	0.333	3.233	1729512	4	1790	1908011	178499	316	280	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Finegoldia;s__Finegoldia magna_F
OTU-36199	56.46274	12	5	0.226	2.738	4152594	5	4462	4626214	473620	714	295	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria atlantica
OTU-36219	68.21443	13	3	0.395	4.674	3103863	4	3290	3481684	377821	994	306	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter_C;s__Rhodobacter_C vinaykumarii
OTU-36237	41.1262599999999	13	5	0.395	3.198	6597495	4	7275	8133444	1535949	2190	687	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Tolypothrix_C;s__Tolypothrix_C hofmanni
OTU-36246	61.07701	12	5	0.402	5.199	3175281	4	3262	3527244	351963	921	389	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Oceanimonas;s__Oceanimonas sp000243075
OTU-36261	67.87786	13	3	0.461	5.446	5304303	4	5324	5954828	650525	1736	716	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__
OTU-36277	30.4883	15	8	0.259	3.661	2124231	5	2218	2290320	166089	351	223	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__
OTU-36282	59.0709499999999	13	5	0.455	4.699	5901519	4	6123	6730253	828734	2196	591	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003151075
OTU-363	65.98252	12	3	0.334	3.166	3775800	5	4036	4288405	512605	867	483	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__Bin65;s__Bin65 sp002238725
OTU-3630	47.5074599999999	11	6	0.129	1.606	1973652	5	2274	2223390	249738	196	97	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__UBA9910;s__
OTU-36307	58.28586	11	4	0.281	2.193	2063490	5	2237	2467886	404396	460	168	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Bin5;s__
OTU-36340	46.99774	12	5	0.162	1.28	1404828	5	1852	1685265	280437	195	105	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__
OTU-36367	50.58143	14	6	0.407	5.149	1777110	6	1614	1992284	215174	531	126	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__C941;s__C941 sp002476625
OTU-36371	39.34146	16	7	0.223	3.514	2282697	5	2763	2512610	229913	395	221	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__HUN007;s__
OTU-36375	38.99249	10	6	0.19	2.127	667293	6	695	759425	92132	105	27	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Baumannia;s__Baumannia cicadellinicola_B
OTU-36420	45.56176	16	7	0.336	3.649	3590556	5	3977	4115377	524821	942	395	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales;f__Propionisporaceae;g__CYSP01;s__CYSP01 sp001298735
OTU-36424	57.3077299999999	12	4	0.22	1.937	4660800	5	5291	5414947	754147	860	304	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003140785
OTU-36444	33.43323	12	8	0.252	4.031	601308	4	662	639516	38208	85	82	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA3207;s__UBA3207 sp002494205
OTU-36445	40.59634	16	8	0.405	2.858	3237750	5	3968	3736359	498609	757	849	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Fictibacillaceae;g__Fictibacillus_C;s__Fictibacillus_C macauensis
OTU-36452	53.6743699999999	11	5	0.38	3.695	4669707	4	5001	5331460	661753	1332	566	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea rwandensis_B
OTU-36458	68.10469	16	0	0.306	3.744	5710260	4	6048	6283907	573647	1305	548	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus phenolicus
OTU-36556	31.64239	13	7	0.201	2.628	2407896	4	2485	2624018	216122	312	188	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__koll-22;g__GCA-002793235;s__GCA-002793235 sp002790175
OTU-36565	40.38946	12	7	0.123	1.479	1837047	5	1818	1995311	158264	125	98	d__Bacteria;p__Caldisericota;c__Caldisericia;o__UBA6126;f__UBA6126;g__UBA6126;s__UBA6126 sp002428295
OTU-36594	53.81963	11	4	0.202	2.36	2321004	4	2701	2656185	335181	363	183	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__
OTU-36596	30.61702	10	8	0.126	1.543	1274103	5	1590	1403113	129010	104	97	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003216725
OTU-36606	54.8742399999999	14	6	0.236	4.325	1285341	4	1585	1402329	116988	216	158	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__;s__
OTU-36611	42.0075499999999	13	6	0.163	2.441	1697187	5	1721	1851602	154415	187	93	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__RBG-13-43-14;s__RBG-13-43-14 sp001771735
OTU-36659	62.00982	12	4	0.364	3.591	5692251	5	6313	6590349	898098	1667	629	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__
OTU-36676	59.7919	12	4	0.237	2.014	2604417	5	2729	3033468	429051	479	169	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter sp002153745
OTU-36697	57.30815	13	5	0.231	2.541	3052239	5	3046	3440693	388454	555	149	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter;s__
OTU-36714	44.94425	13	7	0.213	2.705	2043456	5	2138	2256373	212917	329	127	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp002392275
OTU-36716	33.48099	9.5	7	0.076	2.116	646935	4.5	684	663476	16541	22	30	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__TMED112;s__TMED112 sp002692425
OTU-36759	37.56828	13	7	0.46	4.343	2643378	4	2957	3094706	451328	1123	236	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp002135345
OTU-36776	54.95212	11	5	0.132	1.704	4286859	5	3795	4751782	464923	388	112	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__
OTU-36822	43.7893399999999	12	6	0.389	3.934	5508354	4	5473	6308473	800119	1767	361	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp002835515
OTU-36829	70.70852	13	0	0.42	4.744	5121018	4	5255	5745566	624548	1604	602	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__
OTU-36840	52.32478	15	6	0.392	3.661	5214021	5	5607	6029601	815580	1627	570	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_G;s__Paenibacillus_G tianmuensis
OTU-36848	51.73728	12	5	0.221	3.726	2512371	4	2689	2718232	205861	437	158	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__
OTU-36859	43.7728499999999	10	6	0.076	1.973	600987	5	728	634434	33447	35	20	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__UBA1406;g__PFEE01;s__PFEE01 sp002793745
OTU-36882	62.25061	13	4	0.337	3.082	6286020	5	7401	7413381	1127361	1912	581	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__
OTU-36897	72.35099	14	0	0.307	4.334	4151862	4	4556	4520567	368705	874	523	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Blastococcus;s__
OTU-36905	57.22332	11	4	0.23	1.894	5414307	5	5596	6311796	897489	982	303	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003223245
OTU-36924	50.65913	12	6	0.186	2.007	1821648	5	2064	2097719	276071	285	99	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__;s__
OTU-36926	41.76155	11	7	0.211	1.737	1957455	6	1960	2290285	332830	296	117	d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Latescibacter;s__Latescibacter anaerobius
OTU-36940	54.13208	15	6	0.349	4.642	1908186	5	1969	2133517	225331	551	137	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1066;s__UBA1066 sp900320615
OTU-36944	50.76475	14	6	0.337	3.43	3618819	5	3861	4219319	600500	1031	269	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1066;s__UBA1066 sp900314565
OTU-36958	38.8624299999999	10	7	0.138	1.387	1102950	6	1309	1280359	177409	115	66	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__AG-409-N21;s__AG-409-N21 sp003215415
OTU-36972	65.62727	13	3	0.467	5.26	6118059	4	6387	6875678	757619	2153	831	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_F;s__Pseudomonas_F alcaligenes
OTU-37006	39.96048	12	7	0.353	3.818	4325142	4	4304	4815987	490845	1093	426	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas piratica
OTU-37011	42.66651	14	7	0.277	3.096	4079694	5	4166	4617194	537500	859	295	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix alysoides
OTU-37029	68.51642	14	0	0.276	4.216	3735522	4	3982	4005926	270404	666	432	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__
OTU-37031	43.3479799999999	14	7	0.274	3.032	3168999	5	2968	3564165	395166	695	118	d__Bacteria;p__UBP4;c__UBA4092;o__UBA4092;f__UBA4092;g__UBA4092;s__UBA4092 sp002428325
OTU-37054	53.07657	12	5	0.361	3.242	4603284	5	4664	5360730	757446	1325	358	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Brenneria;s__Brenneria goodwinii
OTU-37071	73.03718	16	0	0.474	4.179	7952520	4	8509	9254774	1302254	3027	1004	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora sp002300355
OTU-37085	60.06359	13	4	0.407	3.95	5207835	4	5330	5918228	710393	1714	457	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003052515
OTU-37087	38.74723	11	7	0.128	1.275	1484844	5	1535	1625282	140438	109	88	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__
OTU-37096	37.6423999999999	12	7	0.177	3.974	1042131	4	1224	1112342	70211	154	63	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__Thioglobus_A;s__
OTU-37108	43.25627	18	7	0.399	3.926	2466918	5	2749	2865290	398372	903	193	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_I;s__Lactobacillus_I rossiae
OTU-37120	55.9435499999999	11	5	0.25	2.971	4517178	5	4286	5016728	499550	794	278	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__;g__;s__
OTU-37128	62.29932	16	4	0.21	2.572	4055799	4	4119	4455175	399376	632	235	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus sp002091985
OTU-37129	62.92506	13	4	0.488	5.237	5456952	4	5146	6202555	745603	2091	421	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__UBA2029;g__;s__
OTU-37130	45.6070299999999	14	7	0.271	3.459	1738695	5	1773	1908375	169680	285	195	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA5448;s__UBA5448 sp002427425
OTU-37133	60.2224099999999	12	4	0.328	3.074	5914683	5	6634	6859583	944900	1578	595	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pararhizobium;s__Pararhizobium sp000744565
OTU-37159	54.6241	13	5	0.391	4.334	1587999	5	1620	1856568	268569	498	135	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__
OTU-37163	47.98106	13	5	0.105	3.198	1285785	4	1357	1348019	62234	97	45	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__Planktophila dulcis
OTU-37166	60.45709	14	4	0.383	4.8	4439592	4	4245	5136885	697293	1163	461	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus islandicus
OTU-37168	39.71581	13	8	0.324	3.32	1829532	5	1851	2084664	255132	477	123	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A;s__Moraxella_A macacae
OTU-37181	72.2925	15	0	0.374	4.352	8091099	4	8553	9015219	924120	2105	1095	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Spirillospora;s__Spirillospora hibisca
OTU-37195	54.29136	12	5	0.229	2.76	3850821	5	4156	4287842	437021	722	231	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius albus
OTU-37216	53.6509	12	5	0.27	3.006	3846978	4	3559	4255513	408535	646	314	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Agaribacterium;s__Agaribacterium sp003265435
OTU-37220	47.1009299999999	13	5	0.308	2.812	4818957	5	5008	5602297	783340	1180	363	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Endozoicomonadaceae;g__Endozoicomonas;s__Endozoicomonas montiporae
OTU-37229	67.84262	16	0	0.329	4.621	3551835	4	3748	3866076	314241	844	388	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp001423485
OTU-37257	28.36387	12	8	0.166	1.779	913671	5	909	982238	68567	77	74	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borreliella;s__Borreliella chilensis
OTU-37258	29.4860899999999	9	7	0.094	1.943	781086	4	815	806309	25223	21	56	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__
OTU-37279	59.01595	13	5	0.318	4.093	3732012	4	4095	4112158	380146	952	352	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thalassobius;s__
OTU-37292	62.36004	15	4	0.212	2.947	4305300	4	4442	4703019	397719	720	222	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia effusa
OTU-37297	40.4373999999999	11	6	0.171	2.085	3735303	4	3680	4051781	316478	397	232	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_B;s__Leptospira_B sp002811475
OTU-37312	70.72137	14	0	0.3	5.245	3025944	4	3069	3227094	201150	558	363	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487;s__
OTU-37368	35.1252499999999	13	7	0.316	2.945	7135413	5	6855	7987252	851839	1506	660	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__GCA-2729595;s__GCA-2729595 sp002729595
OTU-3737	30.47869	14	9	0.327	3.499	2117481	5	2374	2380949	263468	543	234	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__
OTU-37377	42.58726	12	7	0.27	2.815	3552930	4	3269	3983146	430216	634	248	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__GWF2-43-63;s__GWF2-43-63 sp001769275
OTU-37381	49.93997	13	6	0.218	2.61	2503008	5	2744	2854686	351678	454	143	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Thermacetogeniales;f__Thermacetogeniaceae;g__Syntrophaceticus;s__Syntrophaceticus sp002397275
OTU-37414	59.69275	16	6	0.398	6.451	2216415	4	2519	2463364	246949	777	225	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__
OTU-37437	64.99132	15	3	0.264	3.491	2518068	4	2614	2761264	243196	476	215	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus_A;s__
OTU-37488	35.47302	15	8	0.379	4.085	1868985	5	1968	2106926	237941	542	204	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
OTU-37492	46.02767	12	6	0.326	3.803	4879347	4	6735	5726473	847126	1781	412	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio maritimus_B
OTU-37507	60.1478	15	5	0.402	5.299	1736010	4	1829	1966243	230233	588	147	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F
OTU-37510	38.71488	13	6	0.286	3.071	599919	4	752	690768	90849	128	87	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__Zambryskibacteraceae;g__C7867-006;s__C7867-006 sp000996025
OTU-37513	60.27477	18	4	0.356	3.552	3531480	4	3802	4049569	518089	1097	258	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter sp002975405
OTU-37529	30.6858299999999	15	7	0.324	2.563	3910920	5	4423	4606218	695298	964	468	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B ljungdahlii
OTU-37544	59.9902	15	5	0.409	5.148	1328589	5	1478	1514888	186299	486	119	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-37554	63.92322	12	3	0.335	3.886	3890043	4	4268	4310573	420530	968	463	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Lutimaribacter;s__Lutimaribacter sp000526275
OTU-37575	46.61038	13	6	0.27	2.975	956946	5	1115	1087364	130418	215	86	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2169;f__UBA2169;g__2-02-FULL-48-11-A;s__2-02-FULL-48-11-A sp001818435
OTU-37606	57.8279	12	4	0.218	2.995	4136427	4	4238	4544755	408328	636	287	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Candidimonas;s__Candidimonas sp002849655
OTU-37637	65.32274	12	4	0.302	4.752	3693198	4	3744	4025691	332493	787	343	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azovibrio;s__Azovibrio restrictus
OTU-37640	53.31183	14	5	0.389	4.398	4218018	4	4349	4764202	546184	1400	291	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira lucentensis
